state,year,mort_count,mort_rate,inc_count,inc_rate
District of Columbia,2000,22.328583986621187,7.265532563502547,83.19857725300236,27.07211405035
Alaska,2017,10.350199532734376,2.9671534783897515,51.48402284064174,14.7592321259
Hawaii,2017,25.56501746199163,3.576173906882673,133.9219361599967,18.73372996387
Missouri,2017,151.689473005684,4.869733758442901,573.9395712792366,18.42535839952
Illinois,2000,320.7336980542489,5.130508215051225,1411.2757921127725,22.57499629462
Connecticut,2017,65.27674746046249,3.5435674395117025,287.7305543338405,15.61953778882
Delaware,2016,25.024535903244644,5.03510532117967,98.31885377443304,19.7824161745
Iowa,2017,60.464761815136725,3.81540727411674,263.4639912904553,16.624929937050002
New Hampshire,2017,28.87765719140925,4.170888437269663,118.3736356140603,17.097066593300003
Delaware,2017,25.089884520588768,5.005478928831826,98.23509605775214,19.59808555457
Rhode Island,2017,19.58267587850547,3.517900924041112,75.56954950658103,13.57558025715
Maryland,2017,135.55429286457294,4.317487206422441,529.6769812720423,16.87053609186
North Dakota,2017,13.112556281792214,3.5601541562908,54.417472526210176,14.77473856551
Texas,2017,634.0767709246567,4.443821377068578,2725.3408312374268,19.10009702451
Utah,2017,38.83999821783394,2.4878688632084027,243.14316142897783,15.57436478829
South Carolina,2017,130.09594274105442,5.062708461580598,479.4615518959085,18.658337874660003
West Virginia,2017,63.23112715962264,6.923872172329779,224.47796034707864,24.58056297217
South Carolina,2016,135.65049310700138,5.327540721486294,492.08194783339815,19.32603822768
Idaho,2016,28.66967911613232,3.297301005882765,111.66561166451854,12.84266671323
Montana,2016,20.481606567470205,3.937374189495967,78.83478340791325,15.15516082209
Maine,2008,29.995469947201105,4.451060330516546,112.21391963117296,16.65154528604
Pennsylvania,2008,303.132446911244,4.692063232131548,1140.7778614537765,17.65763419355
Colorado,2008,71.60394388583899,2.9343583156225845,319.6855676275674,13.10084267492
Alabama,2008,141.4296731067398,5.822876654427205,518.8732250829296,21.36280684649
Arizona,2017,126.64435641173328,3.584598289633805,524.1213890312162,14.83496531478
Montana,2017,20.253429653473816,3.856479647683096,76.68852511177924,14.60235334777
Tennessee,2008,160.35304123721437,5.026747238110878,608.1178191832602,19.06327778032
Idaho,2017,28.27453043670748,3.199180070364826,109.12406303239752,12.34706721061
Minnesota,2008,79.0788366827993,3.0261011458519103,337.7054906051408,12.922938866430002
Florida,2008,454.19906234123374,4.856921740919501,1874.924889690099,20.04927842075
Mississippi,2008,93.1473918194083,6.122781804819264,325.8783645785176,21.42069769483
Georgia,2008,216.07693879060736,4.444629451680748,758.7572636287879,15.60737994288
Washington,2008,108.75483020543226,3.307159618730059,533.0168160114789,16.20867493137
Indiana,2008,144.134671822769,4.469211995412284,553.6648344763755,17.167593947980002
Nevada,2008,52.33294713098859,4.089375545762881,215.1635792504587,16.81320712023
Arkansas,2017,94.7328526530018,6.229104377937546,341.7995033068338,22.47483024948
Vermont,2017,12.753026193512603,3.9284531382042633,49.90492219984501,15.37275508204
Alabama,2009,138.79756540238938,5.675114228755166,522.5676572281578,21.36659341556
Indiana,2009,147.78494344286366,4.549883782394447,575.0138080280707,17.70306188743
